"Sex","AGE","Thrown Out","Injury Extent","Seat Belt"
"Female","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","By Private","Not Worn"
"Male","010","Thrown Out","Admitted to Hospital","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Female","047","Unknown","Treated at Hospital","Not Worn"
"Female","063","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Unknown","Admitted to Hospital","Not Worn"
"Male","030","Thrown Out","Treated at Hospital","Not Worn"
"Female","060","Unknown","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Admitted to Hospital","Not Worn"
"Male","058","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","058","Thrown Out","Treated at Hospital","Not Worn"
"Male","079","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Thrown Out","By Private","Not Worn"
"Male","025","Unknown","Admitted to Hospital","Not Worn"
"Male","070","Thrown Out","Admitted to Hospital","Not Worn"
"Female","077","Unknown","Admitted to Hospital","Not Worn"
"Male","031","Thrown Out","Admitted to Hospital","Not Worn"
"Female","036","Unknown","By Private","Not Worn"
"Female","079","Unknown","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","053","Thrown Out","By Private","Not Worn"
"Male","064","Thrown Out","Admitted to Hospital","Not Worn"
"Male","074","Unknown","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Admitted to Hospital","Not Worn"
"Female","017","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","025","Thrown Out","Fatal","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Female","044","Thrown Out","Treated at Hospital","Not Worn"
"Female","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","071","Thrown Out","Admitted to Hospital","Not Worn"
"Male","076","Unknown","By Private","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","030","Thrown Out","Admitted to Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Male","037","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","020","Thrown Out","Admitted to Hospital","Not Worn"
"Female","069","Unknown","Treated at Hospital","Not Worn"
"Male","031","Unknown","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Female","034","Unknown","By Private","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","016","Unknown","Treated at Hospital","Not Worn"
"Female","045","Unknown","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","By Private","Not Worn"
"Female","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Female","058","Unknown","Treated at Hospital","Not Worn"
"Male","XXX","Unknown","Admitted to Hospital","Not Worn"
"Female","032","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Fatal","Not Worn"
"Male","017","Thrown Out","Admitted to Hospital","Not Applicable"
"Female","035","Thrown Out","Admitted to Hospital","Not Applicable"
"Male","018","Thrown Out","By Private","Not Worn"
"Male","027","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","021","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","019","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","062","Unknown","By Private","Not Worn"
"Male","047","Unknown","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Admitted to Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","Treated at Hospital","Not Worn"
"Male","075","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Thrown Out","Admitted to Hospital","Not Worn"
"Female","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Male","061","Thrown Out","Admitted to Hospital","Not Worn"
"Male","013","Unknown","Treated at Hospital","Not Worn"
"Male","065","Thrown Out","Fatal","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Female","042","Unknown","Admitted to Hospital","Not Worn"
"Male","034","Unknown","Admitted to Hospital","Not Worn"
"Male","051","Thrown Out","By Private","Not Worn"
"Male","036","Thrown Out","Treated at Hospital","Not Worn"
"Female","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Female","067","Unknown","Treated at Hospital","Not Worn"
"Male","030","Thrown Out","Admitted to Hospital","Not Worn"
"Male","063","Thrown Out","Admitted to Hospital","Not Worn"
"Female","058","Unknown","Admitted to Hospital","Not Worn"
"Male","031","Thrown Out","Admitted to Hospital","Not Worn"
"Male","032","Thrown Out","Admitted to Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Female","057","Thrown Out","Treated at Hospital","Not Worn"
"Male","072","Thrown Out","Fatal","Not Worn"
"Male","046","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","065","Thrown Out","Treated at Hospital","Not Worn"
"Female","064","Thrown Out","Admitted to Hospital","Not Worn"
"Male","062","Thrown Out","By Private","Not Worn"
"Male","047","Thrown Out","By Private","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","066","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","By Private","Not Worn"
"Male","042","Thrown Out","Admitted to Hospital","Not Worn"
"Male","065","Thrown Out","Treated at Hospital","Not Worn"
"Male","010","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","By Private","Not Worn"
"Female","027","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","026","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","035","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","010","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Female","075","Unknown","Fatal","Not Worn"
"Female","053","Unknown","Admitted to Hospital","Not Worn"
"Male","033","Thrown Out","Admitted to Hospital","Not Worn"
"Male","058","Thrown Out","By Private","Not Worn"
"Male","058","Thrown Out","Treated at Hospital","Not Worn"
"Female","026","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","063","Thrown Out","Admitted to Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Female","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","016","Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","040","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Female","054","Thrown Out","By Private","Not Worn"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Admitted to Hospital","Not Worn"
"Female","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","001","Not Thrown Out","Treated at Hospital","Not Worn"
"Female","055","Thrown Out","Treated at Hospital","Not Worn"
"Female","029","Unknown","Treated at Hospital","Not Worn"
"Female","064","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Male","076","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Admitted to Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Male","010","Unknown","Admitted to Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Thrown Out","Treated at Hospital","Not Worn"
"Male","042","Thrown Out","By Private","Not Worn"
"Male","069","Thrown Out","Treated at Hospital","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Female","064","Unknown","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Female","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Female","044","Unknown","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Female","021","Unknown","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Admitted to Hospital","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","015","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Admitted to Hospital","Not Worn"
"Male","071","Thrown Out","Treated at Hospital","Not Worn"
"Male","085","Unknown","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Female","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","Admitted to Hospital","Not Worn"
"Male","064","Unknown","Fatal","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","076","Thrown Out","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Male","046","Thrown Out","Admitted to Hospital","Not Worn"
"Male","042","Thrown Out","Admitted to Hospital","Not Worn"
"Female","044","Thrown Out","Admitted to Hospital","Not Worn"
"Male","010","Thrown Out","Treated at Hospital","Not Worn"
"Male","062","Unknown","By Private","Not Worn"
"Female","032","Thrown Out","Treated at Hospital","Not Worn"
"Female","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Thrown Out","Treated at Hospital","Not Worn"
"Male","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Female","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Male","037","Thrown Out","By Private","Not Worn"
"Female","013","Unknown","Admitted to Hospital","Not Worn"
"Male","060","Thrown Out","Admitted to Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","072","Thrown Out","Fatal","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","030","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Unknown","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","Admitted to Hospital","Not Worn"
"Male","069","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","Admitted to Hospital","Not Worn"
"Female","052","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","040","Thrown Out","By Private","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","By Private","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Female","069","Thrown Out","Treated at Hospital","Not Worn"
"Male","066","Thrown Out","By Private","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","063","Thrown Out","Admitted to Hospital","Not Worn"
"Male","016","Unknown","Admitted to Hospital","Not Worn"
"Female","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Not Thrown Out","Treated at Hospital","Unknown"
"Female","055","Unknown","Treated at Hospital","Not Worn"
"Male","070","Thrown Out","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","By Private","Not Worn"
"Male","037","Thrown Out","By Private","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Not Thrown Out","Treated at Hospital","Not Fitted"
"Male","039","Thrown Out","Admitted to Hospital","Not Worn"
"Female","044","Thrown Out","Admitted to Hospital","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Female","077","Unknown","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","By Private","Not Worn"
"Male","052","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","066","Unknown","By Private","Not Worn"
"Male","060","Unknown","Admitted to Hospital","Not Worn"
"Male","058","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","056","Thrown Out","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Female","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Male","029","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","061","Thrown Out","Admitted to Hospital","Not Worn"
"Female","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","061","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","By Private","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Female","005","Unknown","Treated at Hospital","Not Worn"
"Male","069","Thrown Out","Admitted to Hospital","Not Worn"
"Male","052","Thrown Out","Fatal","Fitted - Not Worn"
"Female","023","Unknown","Treated at Hospital","Not Worn"
"Female","037","Thrown Out","Admitted to Hospital","Not Worn"
"Male","073","Thrown Out","Treated at Hospital","Not Worn"
"Female","060","Unknown","Treated at Hospital","Not Worn"
"Male","075","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Thrown Out","Admitted to Hospital","Not Worn"
"Female","048","Thrown Out","Admitted to Hospital","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Female","038","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","044","Thrown Out","Admitted to Hospital","Not Worn"
"Male","037","Thrown Out","Admitted to Hospital","Not Worn"
"Unknown","XXX","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Thrown Out","Admitted to Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Treated at Hospital","Not Worn"
"Female","085","Unknown","Fatal","Not Worn"
"Female","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Male","053","Thrown Out","Admitted to Hospital","Not Worn"
"Female","052","Unknown","Admitted to Hospital","Not Worn"
"Male","040","Thrown Out","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","058","Thrown Out","Admitted to Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Female","063","Unknown","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","Fatal","Not Worn"
"Male","066","Thrown Out","Fatal","Not Worn"
"Female","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","040","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","065","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","By Private","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Female","058","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","061","Unknown","Admitted to Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","Fatal","Fitted - Not Worn"
"Female","013","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","018","Not Thrown Out","By Private","Fitted - Not Worn"
"Female","025","Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","045","Unknown","Treated at Hospital","Not Worn"
"Male","013","Thrown Out","By Private","Not Worn"
"Male","052","Unknown","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Unknown","By Private","Not Worn"
"Male","031","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","037","Thrown Out","Admitted to Hospital","Not Worn"
"Female","024","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Female","061","Not Thrown Out","Treated at Hospital","Not Worn"
"Female","091","Unknown","Treated at Hospital","Not Worn"
"Female","006","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Female","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","038","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","051","Thrown Out","Admitted to Hospital","Not Worn"
"Female","016","Unknown","Treated at Hospital","Not Worn"
"Female","032","Thrown Out","Admitted to Hospital","Not Worn"
"Male","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Male","075","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Thrown Out","Admitted to Hospital","Not Worn"
"Male","032","Thrown Out","Treated at Hospital","Not Worn"
"Female","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Treated at Hospital","Not Worn"
"Male","093","Unknown","Admitted to Hospital","Not Worn"
"Male","077","Thrown Out","Treated at Hospital","Not Worn"
"Female","076","Unknown","Treated at Hospital","Not Worn"
"Male","061","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","092","Unknown","Admitted to Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Female","065","Unknown","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Female","056","Unknown","Fatal","Not Worn"
"Male","014","Thrown Out","Treated at Hospital","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Fatal","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Female","029","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Fatal","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","Admitted to Hospital","Not Worn"
"Female","016","Unknown","Admitted to Hospital","Not Worn"
"Male","016","Unknown","Admitted to Hospital","Not Worn"
"Male","068","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","069","Thrown Out","Admitted to Hospital","Not Worn"
"Female","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Female","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Female","043","Thrown Out","Admitted to Hospital","Not Worn"
"Female","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","072","Thrown Out","Treated at Hospital","Not Worn"
"Female","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Thrown Out","Treated at Hospital","Not Worn"
"Male","013","Thrown Out","Admitted to Hospital","Not Worn"
"Male","019","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","031","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","075","Thrown Out","Treated at Hospital","Not Worn"
"Female","049","Unknown","Fatal","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Female","063","Thrown Out","By Private","Not Worn"
"Male","015","Unknown","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","By Private","Not Worn"
"Female","026","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Unknown","Treated at Hospital","Not Worn"
"Male","051","Unknown","Fatal","Not Worn"
"Female","046","Thrown Out","By Private","Not Worn"
"Male","013","Thrown Out","Treated at Hospital","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Thrown Out","Admitted to Hospital","Not Worn"
"Male","064","Thrown Out","Admitted to Hospital","Not Worn"
"Female","066","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","052","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Admitted to Hospital","Not Worn"
"Male","070","Thrown Out","Admitted to Hospital","Not Worn"
"Male","076","Thrown Out","Admitted to Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","042","Unknown","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Admitted to Hospital","Not Worn"
"Male","037","Thrown Out","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","036","Unknown","Admitted to Hospital","Not Worn"
"Male","044","Thrown Out","By Private","Not Worn"
"Male","090","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Female","056","Unknown","Treated at Hospital","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Female","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","075","Unknown","By Private","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Thrown Out","Admitted to Hospital","Not Worn"
"Male","021","Thrown Out","By Private","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","058","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Admitted to Hospital","Not Worn"
"Female","026","Thrown Out","Admitted to Hospital","Not Worn"
"Male","XXX","Thrown Out","Admitted to Hospital","Not Worn"
"Male","030","Thrown Out","Treated at Hospital","Not Worn"
"Male","073","Thrown Out","Admitted to Hospital","Not Worn"
"Male","062","Unknown","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","071","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","020","Thrown Out","By Private","Not Worn"
"Female","092","Unknown","Admitted to Hospital","Not Worn"
"Male","052","Thrown Out","Admitted to Hospital","Not Worn"
"Male","010","Unknown","Treated at Hospital","Not Worn"
"Female","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","076","Thrown Out","Treated at Hospital","Not Worn"
"Female","086","Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","061","Thrown Out","Admitted to Hospital","Not Worn"
"Male","059","Unknown","Admitted to Hospital","Not Worn"
"Female","024","Thrown Out","By Private","Not Worn"
"Male","027","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","067","Unknown","Fatal","Not Worn"
"Female","029","Unknown","Treated at Hospital","Not Worn"
"Female","030","Unknown","Treated at Hospital","Not Worn"
"Male","039","Unknown","Treated at Hospital","Not Worn"
"Male","056","Not Thrown Out","Admitted to Hospital","Not Fitted"
"Female","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","058","Thrown Out","Admitted to Hospital","Not Worn"
"Male","061","Unknown","Admitted to Hospital","Not Worn"
"Female","027","Thrown Out","By Private","Not Worn"
"Female","035","Thrown Out","By Private","Not Worn"
"Male","020","Thrown Out","By Private","Not Worn"
"Female","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Fatal","Not Worn"
"Female","024","Thrown Out","By Private","Not Worn"
"Female","058","Unknown","Admitted to Hospital","Not Worn"
"Male","071","Thrown Out","Admitted to Hospital","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Fatal","Not Worn"
"Female","080","Unknown","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","017","Unknown","Treated at Hospital","Not Worn"
"Male","030","Thrown Out","Treated at Hospital","Not Worn"
"Male","063","Thrown Out","Admitted to Hospital","Not Worn"
"Male","033","Thrown Out","Admitted to Hospital","Not Worn"
"Male","016","Thrown Out","Admitted to Hospital","Not Worn"
"Male","014","Thrown Out","By Private","Not Worn"
"Female","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","089","Unknown","Treated at Hospital","Not Worn"
"Male","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","065","Thrown Out","Treated at Hospital","Not Worn"
"Male","048","Thrown Out","Admitted to Hospital","Not Worn"
"Male","047","Thrown Out","By Private","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
