"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","BEST_DETECTION_METHOD","NO_DRUGS_DETECTED","COUNT"
2023,"WA","Unknown","Unknown","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","No",5
2023,"WA","Unknown","Unknown","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Laboratory or Toxicology (Stage 3)","Yes","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",9
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",6
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",5
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",4
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",5
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",5
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",7
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",7
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",7
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",4
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",4
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",4
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",10
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",6
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",5
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",4
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",5
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",3
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",4
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",4
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",1
2023,"WA","Unknown","Unknown","positive_drug_tests","Secondary Confirmatory (Stage 2)","No","No",2
